step,loss,q_mean,q_max
10260,0.0019427044317126274,0.18389873206615448,0.20633603632450104
10264,0.050340283662080765,0.1885359138250351,0.2079508751630783
10268,0.1284826546907425,0.19296574592590332,0.20895814895629883
10272,0.002375808311626315,0.19823099672794342,0.2113872766494751
10276,0.0018728619907051325,0.2030407190322876,0.21316887438297272
10280,0.002117220312356949,0.20698516070842743,0.2168714702129364
10284,0.08192940801382065,0.21029458940029144,0.22068962454795837
10288,0.0016596156638115644,0.21275843679904938,0.22443914413452148
10292,0.047454435378313065,0.21217192709445953,0.22476020455360413
10296,0.19061467051506042,0.20333367586135864,0.21553900837898254
10300,0.09625989943742752,0.1926916539669037,0.20519965887069702
10304,0.09499497711658478,0.18087096512317657,0.19410118460655212
10308,0.048131730407476425,0.16998083889484406,0.18757247924804688
10312,0.0032410433050245047,0.16203942894935608,0.1827223002910614
10316,0.04634787142276764,0.15614882111549377,0.17986279726028442
10320,0.08423367887735367,0.15385086834430695,0.17921748757362366
10324,0.04802452400326729,0.15164019167423248,0.1781037449836731
10328,0.19716279208660126,0.15184399485588074,0.17908810079097748
10332,0.08203305304050446,0.15492500364780426,0.18370360136032104
10336,0.002935805357992649,0.15920938551425934,0.18893733620643616
10340,0.0031695489306002855,0.16455727815628052,0.1955990344285965
10344,0.07737848162651062,0.17195682227611542,0.20387502014636993
10348,0.050194304436445236,0.17727163434028625,0.21000686287879944
10352,0.051414813846349716,0.1817667931318283,0.2151586413383484
10356,0.002121081342920661,0.18684111535549164,0.21978449821472168
10360,0.04607931151986122,0.1907997876405716,0.223383367061615
10364,0.09276897460222244,0.19180892407894135,0.2244240641593933
10368,0.002154732821509242,0.1942061185836792,0.22653517127037048
10372,0.07618382573127747,0.19874094426631927,0.23138126730918884
10376,0.002585469977930188,0.20169241726398468,0.23326602578163147
10380,0.12625879049301147,0.20319496095180511,0.23007124662399292
10384,0.09343510866165161,0.2024579495191574,0.224282369017601
10388,0.05188290402293205,0.2000095546245575,0.21702376008033752
10392,0.049484919756650925,0.1970338225364685,0.21002265810966492
10396,0.04877098649740219,0.1928006112575531,0.20355269312858582
10400,0.12866158783435822,0.18876272439956665,0.2006993442773819
10404,0.0027039293199777603,0.1855715662240982,0.19897371530532837
10408,0.0018631224520504475,0.18361282348632812,0.1986655592918396
10412,0.04928427189588547,0.1810399740934372,0.19820570945739746
10416,0.0017625894397497177,0.1795056015253067,0.19858315587043762
10420,0.08019699156284332,0.17994771897792816,0.19990265369415283
10424,0.050266943871974945,0.17964577674865723,0.20053815841674805
10428,0.12303468585014343,0.1800280213356018,0.2016880214214325
10432,0.08025279641151428,0.1831369698047638,0.2054223269224167
10436,0.09650528430938721,0.18475711345672607,0.20829863846302032
10440,0.0020242088939994574,0.18691504001617432,0.21108953654766083
10444,0.0021733511239290237,0.19006198644638062,0.21560558676719666
10448,0.0021178920287638903,0.19453345239162445,0.22052282094955444
10452,0.09570837765932083,0.19499370455741882,0.2194579392671585
10456,0.07655651867389679,0.19599619507789612,0.2189415693283081
10460,0.12401986122131348,0.197655588388443,0.2186601161956787
10464,0.0488717146217823,0.19826480746269226,0.21781909465789795
10468,0.046515464782714844,0.1973303258419037,0.21616637706756592
10472,0.04949125275015831,0.1955588310956955,0.21420449018478394
10476,0.0016770589863881469,0.19384892284870148,0.21220453083515167
10480,0.14708632230758667,0.18746046721935272,0.20613327622413635
10484,0.05037865787744522,0.18034468591213226,0.1998920440673828
10488,0.09559715539216995,0.1727011650800705,0.19314789772033691
10492,0.0028801399748772383,0.16778089106082916,0.18881705403327942
10496,0.0931074395775795,0.16247159242630005,0.18469667434692383
10500,0.049524158239364624,0.15765264630317688,0.17932936549186707
10504,0.14277105033397675,0.15108557045459747,0.17227014899253845
10508,0.04521450027823448,0.14573928713798523,0.16747412085533142
10512,0.13595852255821228,0.13945218920707703,0.1624620258808136
10516,0.0030469780322164297,0.1354200541973114,0.15897300839424133
10520,0.0041511100716888905,0.13328328728675842,0.15759512782096863
10524,0.005385758355259895,0.1333702951669693,0.1581403613090515
10528,0.09899677336215973,0.13383466005325317,0.15985211730003357
10532,0.05024421960115433,0.13517971336841583,0.1627289354801178
10536,0.12909670174121857,0.13749222457408905,0.16604743897914886
10540,0.12363991141319275,0.1416880488395691,0.1726589798927307
10544,0.049070995301008224,0.14595624804496765,0.17779791355133057
10548,0.0055777328088879585,0.15204918384552002,0.18450337648391724
10552,0.050208523869514465,0.15848036110401154,0.19149020314216614
10556,0.05019061267375946,0.1659950315952301,0.1993575096130371
10560,0.04851271212100983,0.17297203838825226,0.2065446376800537
10564,0.00315093039534986,0.18061155080795288,0.21426960825920105
10568,0.09446275234222412,0.1851901113986969,0.21854399144649506
10572,0.08017991483211517,0.19145701825618744,0.22439439594745636
10576,0.0011069105239585042,0.19738250970840454,0.2293262928724289
10580,0.04713716357946396,0.20224444568157196,0.23257292807102203
10584,0.047808799892663956,0.20460473001003265,0.23103047907352448
10588,0.05032166466116905,0.20361189544200897,0.22585579752922058
10592,0.0017796877073124051,0.2023439258337021,0.22068318724632263
10596,0.046914566308259964,0.20014367997646332,0.21500103175640106
10600,0.04935026913881302,0.19598059356212616,0.21103914082050323
10604,0.10061437636613846,0.19016163051128387,0.20771358907222748
10608,0.0015656292671337724,0.18515872955322266,0.20470468699932098
10612,0.051792923361063004,0.18018372356891632,0.19916383922100067
10616,0.21665862202644348,0.17392602562904358,0.19573375582695007
10620,0.05050332471728325,0.1681944578886032,0.19087648391723633
10624,0.10088944435119629,0.1613030582666397,0.18356361985206604
10628,0.0021334392949938774,0.1564932018518448,0.17788785696029663
10632,0.09581969678401947,0.15139181911945343,0.17301133275032043
10636,0.002358774421736598,0.14829722046852112,0.16920900344848633
10640,0.003492027521133423,0.14701412618160248,0.168016254901886
10644,0.09579556435346603,0.14540067315101624,0.1655270755290985
10648,0.0032559612300246954,0.145514577627182,0.1641465425491333
10652,0.09208396822214127,0.14539939165115356,0.16167661547660828
10656,0.08275490254163742,0.14790354669094086,0.16392287611961365
10660,0.08902397006750107,0.14983882009983063,0.1656375378370285
10664,0.16095417737960815,0.154804065823555,0.1692848652601242
10668,0.08110113441944122,0.1617320328950882,0.17570897936820984
10672,0.0016515966271981597,0.16813190281391144,0.18144692480564117
10676,0.14241382479667664,0.17203301191329956,0.18626153469085693
10680,0.049226582050323486,0.17526660859584808,0.18788951635360718
10684,0.047675471752882004,0.17776478826999664,0.18925943970680237
10688,0.00257086381316185,0.18096932768821716,0.19176551699638367
10692,0.04663119092583656,0.18283700942993164,0.193231999874115
10696,0.049167193472385406,0.18353480100631714,0.19355635344982147
10700,0.050239358097314835,0.18367134034633636,0.19229398667812347
10704,0.0011640439042821527,0.1834585815668106,0.19073006510734558
10708,0.12321997433900833,0.18465183675289154,0.19011415541172028
10712,0.050145454704761505,0.18439877033233643,0.18894031643867493
10716,0.07923737168312073,0.18598051369190216,0.1917332410812378
10720,0.0023330431431531906,0.1889711171388626,0.1959366351366043
10724,0.0016455462900921702,0.19145886600017548,0.19942361116409302
10728,0.09605716168880463,0.19162580370903015,0.2026289999485016
10732,0.0019087200053036213,0.1921001374721527,0.20495685935020447
10736,0.09952376782894135,0.18948647379875183,0.20412610471248627
10740,0.07849746197462082,0.18851643800735474,0.20423424243927002
10744,0.0021553393453359604,0.18789584934711456,0.20376378297805786
10748,0.0017405744874849916,0.18850770592689514,0.20447400212287903
10752,0.04912891611456871,0.18802465498447418,0.2020246982574463
10756,0.001742939930409193,0.18831634521484375,0.2010343223810196
10760,0.048247091472148895,0.18781211972236633,0.19938403367996216
10764,0.0017957997042685747,0.18808607757091522,0.1983954906463623
10768,0.12736789882183075,0.18931721150875092,0.19798636436462402
10772,0.04764542728662491,0.19008421897888184,0.19862326979637146
10776,0.0020154870580881834,0.1910238265991211,0.1991416960954666
10780,0.047595057636499405,0.19051504135131836,0.19694089889526367
10784,0.08147688210010529,0.1916910707950592,0.20103463530540466
10788,0.08314967155456543,0.19422225654125214,0.20453637838363647
10792,0.05247204750776291,0.19587479531764984,0.20588871836662292
10796,0.00197006412781775,0.19756560027599335,0.2064664363861084
10800,0.2810733914375305,0.20208168029785156,0.2072693258523941
10804,0.001701120869256556,0.2057221531867981,0.2091638296842575
10808,0.04673495143651962,0.20711155235767365,0.21285465359687805
10812,0.12425421923398972,0.20888638496398926,0.21668395400047302
10816,0.0019327373011037707,0.21013115346431732,0.21933101117610931
10820,0.001867771497927606,0.21095304191112518,0.22179177403450012
10824,0.0018905717879533768,0.21121272444725037,0.22295749187469482
10828,0.002246550051495433,0.21187645196914673,0.22426995635032654
10832,0.08110612630844116,0.21282193064689636,0.22525885701179504
10836,0.05160471051931381,0.2120717465877533,0.22488689422607422
10840,0.001863122801296413,0.21059557795524597,0.22379960119724274
10844,0.12313179671764374,0.20820201933383942,0.2212812304496765
10848,0.12290488928556442,0.20605161786079407,0.21946603059768677
10852,0.0017338863108307123,0.20358344912528992,0.2161228060722351
10856,0.0019536486361175776,0.20058216154575348,0.21249552071094513
10860,0.1465187668800354,0.1937166452407837,0.20542824268341064
10864,0.0019683665595948696,0.18833938241004944,0.1988135278224945
10868,0.09015542268753052,0.18087473511695862,0.1918308436870575
10872,0.0020708974916487932,0.17522922158241272,0.18794578313827515
10876,0.12669968605041504,0.1706680953502655,0.1853637397289276
10880,0.05148725211620331,0.1670127809047699,0.18452754616737366
10884,0.050402622669935226,0.163740873336792,0.18350061774253845
10888,0.0025781940203160048,0.16232852637767792,0.1841890811920166
10892,0.07720466703176498,0.16278164088726044,0.18784749507904053
10896,0.04612373188138008,0.16353240609169006,0.19219395518302917
10900,0.0816892758011818,0.1668935865163803,0.19843316078186035
10904,0.050615761429071426,0.16986505687236786,0.20240525901317596
10908,0.051995500922203064,0.17246803641319275,0.2062172293663025
10912,0.1403728425502777,0.17201761901378632,0.2050493061542511
10916,0.0028644981794059277,0.1726841926574707,0.2051728069782257
10920,0.07876482605934143,0.17520537972450256,0.20898661017417908
10924,0.001486856141127646,0.17839226126670837,0.2132006585597992
10928,0.0019124875543639064,0.18150682747364044,0.2163672000169754
10932,0.12546460330486298,0.18506193161010742,0.22060775756835938
10936,0.047875940799713135,0.18726152181625366,0.22280608117580414
10940,0.002092882990837097,0.18984369933605194,0.2254147082567215
10944,0.04947569593787193,0.19186969101428986,0.22694890201091766
10948,0.09518490731716156,0.190667062997818,0.22537833452224731
10952,0.0017556514358147979,0.18986785411834717,0.22301381826400757
10956,0.002036944031715393,0.1895163357257843,0.2208494246006012
10960,0.09590861946344376,0.1874445229768753,0.21734294295310974
10964,0.00252284063026309,0.18584904074668884,0.21394746005535126
10968,0.050466109067201614,0.1827256977558136,0.2076524794101715
10972,0.045799218118190765,0.179261714220047,0.20096233487129211
10976,0.04914693906903267,0.17553190886974335,0.19537614285945892
10980,0.04950304701924324,0.17232918739318848,0.19048339128494263
10984,0.002582069020718336,0.16988950967788696,0.18710947036743164
10988,0.0025413234252482653,0.16918639838695526,0.18536631762981415
10992,0.09571470320224762,0.1678166389465332,0.18363264203071594
10996,0.002774651860818267,0.1676875650882721,0.1827525943517685
11000,0.051904208958148956,0.16865557432174683,0.18389122188091278
11004,0.09399502724409103,0.16736145317554474,0.1845833957195282
11008,0.09610121697187424,0.16502051055431366,0.18458350002765656
11012,0.09399069100618362,0.1616494208574295,0.18358594179153442
11016,0.0023031188175082207,0.15986759960651398,0.18367168307304382
11020,0.004013054072856903,0.1599668562412262,0.18543919920921326
11024,0.04672685265541077,0.15967682003974915,0.1869015097618103
11028,0.002503635361790657,0.1599087119102478,0.18809348344802856
11032,0.0027509701903909445,0.16173475980758667,0.19095063209533691
11036,0.0023032629396766424,0.16431698203086853,0.19351741671562195
11040,0.1784307211637497,0.16660739481449127,0.19500067830085754
11044,0.07885102182626724,0.17144320905208588,0.19831004738807678
11048,0.16987945139408112,0.17529326677322388,0.1998646855354309
11052,0.14165182411670685,0.17662383615970612,0.19926616549491882
11056,0.27069714665412903,0.17479610443115234,0.19259972870349884
11060,0.0020354408770799637,0.17326702177524567,0.18565286695957184
11064,0.0027602098416537046,0.17348283529281616,0.1883765012025833
11068,0.046678055077791214,0.17385722696781158,0.1917913258075714
11072,0.04649918153882027,0.17401686310768127,0.19586890935897827
11076,0.16733096539974213,0.17476437985897064,0.19945842027664185
11080,0.0018275600159540772,0.17599894106388092,0.20337042212486267
11084,0.09286023676395416,0.17600829899311066,0.2060430645942688
11088,0.0030908805783838034,0.17671261727809906,0.2067405879497528
11092,0.0015292252646759152,0.17729823291301727,0.2087341845035553
11096,0.04752994328737259,0.1770273596048355,0.2079845368862152
11100,0.09445029497146606,0.17697636783123016,0.20909516513347626
11104,0.09271609783172607,0.17426107823848724,0.2038384974002838
11108,0.12421679496765137,0.17193259298801422,0.19929154217243195
11112,0.0015747584402561188,0.1707116961479187,0.19610336422920227
11116,0.0018626900855451822,0.17004889249801636,0.19397220015525818
11120,0.22423216700553894,0.16732755303382874,0.1869378685951233
11124,0.14096398651599884,0.16280707716941833,0.17796145379543304
11128,0.0021310937590897083,0.15985235571861267,0.1722385436296463
11132,0.0025363147724419832,0.15857599675655365,0.16855570673942566
11136,0.04715018346905708,0.15800364315509796,0.1662607342004776
11140,0.04907504841685295,0.15754848718643188,0.16752348840236664
11144,0.003042027587071061,0.15887793898582458,0.17083977162837982
11148,0.050505056977272034,0.16026945412158966,0.17373037338256836
11152,0.14449802041053772,0.16009068489074707,0.17289471626281738
11156,0.05066755414009094,0.15995784103870392,0.1719062179327011
11160,0.049177054315805435,0.16056551039218903,0.17139939963817596
11164,0.0512503907084465,0.16090500354766846,0.16980209946632385
11168,0.07829001545906067,0.16293254494667053,0.17031201720237732
11172,0.13132566213607788,0.1671552062034607,0.174099862575531
11176,0.28550001978874207,0.17327465116977692,0.18316799402236938
11180,0.17225313186645508,0.17873938381671906,0.19152604043483734
11184,0.05100560560822487,0.18390516936779022,0.200125589966774
11188,0.0016323172021657228,0.18840011954307556,0.2070588916540146
11192,0.0024980667512863874,0.19413527846336365,0.21467310190200806
11196,0.00221751956269145,0.1986493468284607,0.220676988363266
11200,0.2722552418708801,0.19768136739730835,0.2196056991815567
11204,0.04969595745205879,0.19571879506111145,0.21654444932937622
11208,0.0014531647320836782,0.19329951703548431,0.21222633123397827
11212,0.04715222492814064,0.18970705568790436,0.2056804895401001
11216,0.09283298254013062,0.18403732776641846,0.2019546926021576
11220,0.04701662436127663,0.1785827875137329,0.19811668992042542
11224,0.0019807342905551195,0.17411360144615173,0.1942261904478073
11228,0.046395063400268555,0.1704144924879074,0.19192077219486237
11232,0.09350414574146271,0.1658906191587448,0.18842488527297974
11236,0.09882911294698715,0.16093993186950684,0.18369436264038086
11240,0.04741355776786804,0.15704387426376343,0.18030884861946106
11244,0.0016676663653925061,0.1544005572795868,0.17782744765281677
11248,0.04635370522737503,0.1525459587574005,0.1768479347229004
11252,0.12756676971912384,0.1522054672241211,0.17650192975997925
11256,0.26051637530326843,0.14994393289089203,0.17238566279411316
11260,0.0030432380735874176,0.14940975606441498,0.17135295271873474
11264,0.003907288424670696,0.15082624554634094,0.1718551069498062
11268,0.05014590546488762,0.1524229645729065,0.17351917922496796
11272,0.10003872215747833,0.15358945727348328,0.1730078011751175
11276,0.051119670271873474,0.15526670217514038,0.17360186576843262
11280,0.04989171773195267,0.15633274614810944,0.17438441514968872
11284,0.1449318826198578,0.15641829371452332,0.17259517312049866
11288,0.09491007775068283,0.15618900954723358,0.17033419013023376
11292,0.00258150277659297,0.15674464404582977,0.17004694044589996
11296,0.09214700013399124,0.15724249184131622,0.17123955488204956
11300,0.13972406089305878,0.15583263337612152,0.17327053844928741
11304,0.0024199835024774075,0.1548631191253662,0.1737443059682846
11308,0.12166115641593933,0.15543866157531738,0.17468056082725525
11312,0.08046804368495941,0.1582813560962677,0.17730498313903809
11316,0.09516791254281998,0.1602499634027481,0.17690441012382507
11320,0.12925037741661072,0.16420714557170868,0.17948979139328003
11324,0.05071917548775673,0.16709524393081665,0.17998477816581726
11328,0.09632919728755951,0.1692618727684021,0.18027254939079285
11332,0.20877999067306519,0.17378993332386017,0.18309786915779114
11336,0.09315918385982513,0.17651203274726868,0.18567827343940735
11340,0.17078466713428497,0.17830996215343475,0.18743859231472015
11344,0.051201868802309036,0.1786777675151825,0.18987712264060974
11348,0.07835525274276733,0.18224938213825226,0.1958318054676056
11352,0.0826561227440834,0.18744689226150513,0.2026892602443695
11356,0.0017537921667099,0.19159218668937683,0.20887920260429382
11360,0.0496329665184021,0.19506651163101196,0.21448403596878052
11364,0.09052339196205139,0.19431893527507782,0.21488875150680542
11368,0.09145614504814148,0.19258584082126617,0.21520918607711792
11372,0.09074565768241882,0.18777066469192505,0.20752227306365967
11376,0.0016683796420693398,0.18348950147628784,0.20208388566970825
11380,0.0017336149467155337,0.18108715116977692,0.1987016350030899
11384,0.04540809616446495,0.1776498407125473,0.19253569841384888
11388,0.174069344997406,0.17424112558364868,0.18359343707561493
11392,0.17890237271785736,0.17235450446605682,0.1785101294517517
11396,0.0022865752689540386,0.17152167856693268,0.1767636239528656
11400,0.0942968875169754,0.17016883194446564,0.1733914464712143
11404,0.002518015680834651,0.17051175236701965,0.17448759078979492
11408,0.04583835229277611,0.16953977942466736,0.17458337545394897
11412,0.04680636525154114,0.16986103355884552,0.17647509276866913
11416,0.0015659395139664412,0.17105348408222198,0.1769239902496338
11420,0.048450589179992676,0.1722750961780548,0.18062712252140045
11424,0.002301011700183153,0.17489269375801086,0.18424011766910553
11428,0.0020912475883960724,0.1783728301525116,0.18940263986587524
11432,0.0024248268455266953,0.1819656491279602,0.19558951258659363
11436,0.0022418093867599964,0.1870936006307602,0.20106813311576843
11440,0.001451269956305623,0.19190682470798492,0.2071661353111267
11444,0.07971473038196564,0.19669824838638306,0.2160688042640686
11448,0.09861970692873001,0.19900009036064148,0.21715831756591797
11452,0.0019765126053243876,0.2014244645833969,0.22084268927574158
11456,0.14167138934135437,0.19711554050445557,0.21246552467346191
11460,0.0802496075630188,0.19571028649806976,0.20889997482299805
11464,0.0962335392832756,0.19217680394649506,0.2045467048883438
11468,0.00240054028108716,0.18872186541557312,0.2035883665084839
11472,0.04975880682468414,0.18447345495224,0.20020437240600586
11476,0.047863807529211044,0.17999102175235748,0.19531258940696716
11480,0.0014374054735526443,0.17653940618038177,0.1919475793838501
11484,0.0021722749806940556,0.17344115674495697,0.19025933742523193
11488,0.047348618507385254,0.17191553115844727,0.18881240487098694
11492,0.04772122576832771,0.1697620451450348,0.1875888854265213
11496,0.20280721783638,0.16982318460941315,0.18698033690452576
11500,0.07792893052101135,0.17193667590618134,0.1909617930650711
11504,0.0014470600290223956,0.17451921105384827,0.19487163424491882
11508,0.050462715327739716,0.1780995875597,0.2010803073644638
11512,0.2140592634677887,0.17910145223140717,0.20405302941799164
11516,0.14310002326965332,0.17804208397865295,0.20627599954605103
11520,0.05023336410522461,0.17687487602233887,0.20649021863937378
11524,0.05001629516482353,0.1744721680879593,0.2049572914838791
11528,0.05045555531978607,0.17250655591487885,0.20685821771621704
11532,0.04730110242962837,0.17126266658306122,0.2050853818655014
11536,0.04841877892613411,0.16964919865131378,0.20409226417541504
11540,0.07921835780143738,0.1708245873451233,0.20764750242233276
11544,0.1560973823070526,0.17467451095581055,0.21315085887908936
11548,0.1739957630634308,0.1777775138616562,0.21909257769584656
11552,0.048199452459812164,0.17971229553222656,0.2196682095527649
11556,0.1790551245212555,0.1812286227941513,0.2239932417869568
11560,0.04732136428356171,0.1833009123802185,0.22638213634490967
11564,0.0024488570634275675,0.18586397171020508,0.23024240136146545
11568,0.1704300493001938,0.18728353083133698,0.22918564081192017
11572,0.0015770737081766129,0.18777023255825043,0.22770258784294128
11576,0.002000777516514063,0.190232053399086,0.230893075466156
11580,0.002137711737304926,0.19279474020004272,0.2309795618057251
11584,0.0017175782704725862,0.19607895612716675,0.23406368494033813
11588,0.001910212798975408,0.20029950141906738,0.23595505952835083
11592,0.2248285412788391,0.19847901165485382,0.23359450697898865
11596,0.10195509344339371,0.19424057006835938,0.2248913198709488
11600,0.10030798614025116,0.18869394063949585,0.21746957302093506
11604,0.002269142773002386,0.1849762499332428,0.21014806628227234
11608,0.09431758522987366,0.17954200506210327,0.20369303226470947
11612,0.09866403043270111,0.17380227148532867,0.19373849034309387
11616,0.17069900035858154,0.16792555153369904,0.1837104856967926
11620,0.0022132848389446735,0.16403828561306,0.1782376766204834
11624,0.04703836888074875,0.16104242205619812,0.17109443247318268
11628,0.0031265500001609325,0.1589917242527008,0.17089203000068665
11632,0.0030375083442777395,0.1593163162469864,0.17592091858386993
11636,0.0027361572720110416,0.15992335975170135,0.1749138981103897
11640,0.048202209174633026,0.16182303428649902,0.18048229813575745
11644,0.17136268317699432,0.16358518600463867,0.18371997773647308
11648,0.17604418098926544,0.1646014302968979,0.18791714310646057
11652,0.09351319819688797,0.1644783914089203,0.1881852000951767
11656,0.04771909862756729,0.16482624411582947,0.19375266134738922
11660,0.004837385378777981,0.1672642081975937,0.197285458445549
11664,0.09043853729963303,0.16720689833164215,0.19913437962532043
11668,0.08264760673046112,0.17064261436462402,0.2017112374305725
11672,0.002605805639177561,0.17473097145557404,0.21030303835868835
11676,0.08030572533607483,0.18082791566848755,0.21726106107234955
11680,0.07886908948421478,0.18741101026535034,0.2218502312898636
11684,0.09075174480676651,0.19212442636489868,0.228468656539917
11688,0.09316348284482956,0.1941424459218979,0.23067717254161835
11692,0.19356794655323029,0.19065234065055847,0.22843286395072937
11696,0.07948338985443115,0.18895769119262695,0.22899629175662994
11700,0.09459954500198364,0.1862117499113083,0.22292408347129822
11704,0.0013246650341898203,0.18227781355381012,0.2151566445827484
11708,0.002773859305307269,0.18117929995059967,0.2138732671737671
11712,0.14060837030410767,0.17725235223770142,0.2107406109571457
11716,0.1258276104927063,0.17511484026908875,0.2025156021118164
11720,0.0022163125686347485,0.17396202683448792,0.20119589567184448
11724,0.0019762623123824596,0.17270337045192719,0.19493481516838074
11728,0.0022323252633213997,0.17286238074302673,0.19425195455551147
11732,0.0504419207572937,0.17213210463523865,0.19142061471939087
11736,0.12295334786176682,0.1717817187309265,0.19038471579551697
11740,0.04800541326403618,0.17268943786621094,0.19149214029312134
11744,0.0024803527630865574,0.17283524572849274,0.19268065690994263
11748,0.12563303112983704,0.173968106508255,0.1942778378725052
11752,0.052384793758392334,0.17484945058822632,0.1941535323858261
11756,0.04782966896891594,0.17592622339725494,0.19625768065452576
11760,0.0023197478149086237,0.17784661054611206,0.19756342470645905
11764,0.05115777626633644,0.17934077978134155,0.19953030347824097
11768,0.10102725774049759,0.1796233355998993,0.20282107591629028
11772,0.046205371618270874,0.18131297826766968,0.20346423983573914
11776,0.08011449128389359,0.18252688646316528,0.2061552256345749
11780,0.0012488096253946424,0.18541723489761353,0.20759877562522888
11784,0.050614047795534134,0.1875050812959671,0.21032407879829407
11788,0.0015987225342541933,0.18890205025672913,0.21189770102500916
11792,0.048546478152275085,0.18875250220298767,0.212161123752594
11796,0.1016027107834816,0.188362717628479,0.20753097534179688
11800,0.07835117727518082,0.18931904435157776,0.20839335024356842
11804,0.1728871762752533,0.18930809199810028,0.20488682389259338
11808,0.22101165354251862,0.18676769733428955,0.20358684659004211
11812,0.0817238837480545,0.18726657330989838,0.20253688097000122
11816,0.0019841452594846487,0.18694917857646942,0.20240773260593414
11820,0.0016029563266783953,0.18808940052986145,0.2042621374130249
11824,0.0487448051571846,0.1890154480934143,0.2051178216934204
11828,0.00220727501437068,0.1886567622423172,0.20438867807388306
11832,0.05000149458646774,0.18913038074970245,0.2058669626712799
11836,0.0015381898265331984,0.189498171210289,0.20295752584934235
11840,0.0018377236556261778,0.1902906596660614,0.20611970126628876
11844,0.05042714625597,0.19012746214866638,0.2067813277244568
11848,0.0021130561362951994,0.1904526799917221,0.2092077136039734
